x-values,y-values
-3.141592653589790000000000000000,0.000000000000000000000
-2.810898690054020000000000000000,-0.437022305259870000000
-2.480204726518260000000000000000,-0.781709877071470000000
-2.149510762982490000000000000000,-0.852076056027190000000
-1.818816799446720000000000000000,-0.523359354479080000000
-1.488122835910950000000000000000,0.221211026816860000000
-1.157428872375190000000000000000,1.271307340317750000000
-0.826734908839420000000000000000,2.410892493715280000000
-0.496040945303650000000000000000,3.375392641226650000000
-0.165346981767880000000000000000,3.927491941286240000000
0.165346981767880000000000000000,3.927491941286240000000
0.496040945303650000000000000000,3.375392641226650000000
0.826734908839420000000000000000,2.410892493715280000000
1.157428872375190000000000000000,1.271307340317750000000
1.488122835910950000000000000000,0.221211026816860000000
1.818816799446720000000000000000,-0.523359354479080000000
2.149510762982490000000000000000,-0.852076056027190000000
2.480204726518260000000000000000,-0.781709877071470000000
2.810898690054020000000000000000,-0.437022305259870000000
3.141592653589790000000000000000,0.000000000000000000000